Unnamed: 0,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class
KJ807523,KJ807523.1,"Human astrovirus VA2 isolate VA2/human/Gambia/10825/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Gambia/10825/2009,Gambia,,28-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807522,KJ807522.1,"Human astrovirus VA2 isolate VA2/human/Gambia/10386/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Gambia/10386/2009,Gambia,,07-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807521,KJ807521.1,"Human astrovirus VA2 isolate VA2/human/Gambia/10396/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Gambia/10396/2009,Gambia,,13-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807520,KJ807520.1,"Human astrovirus VA2 isolate VA2/human/Gambia/7211/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Gambia/7211/2008,Gambia,,24-Jun-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807519,KJ807519.1,"Human astrovirus VA2 isolate VA2/human/Kenya/11618/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Kenya/11618/2008,Kenya,,06-Sep-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807518,KJ807518.1,"Human astrovirus VA2 isolate VA2/human/Kenya/11610/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Kenya/11610/2008,Kenya,,28-Aug-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807517,KJ807517.1,"Human astrovirus VA2 isolate VA2/human/Kenya/11520/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Kenya/11520/2008,Kenya,,26-Aug-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807516,KJ807516.1,"Human astrovirus VA2 isolate VA2/human/Kenya/11387/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA2/human/Kenya/11387/2008,Kenya,,10-Jul-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807515,KJ807515.1,"Astrovirus VA1 isolate VA1/human/Gambia/10340/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Astrovirus VA1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus virginiaense,Mamastrovirus virginiaense,Astroviridae,433,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,VA1/human/Gambia/10340/2008,Gambia,,20-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807514,KJ807514.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10993/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,407,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10993/2009,Gambia,,16-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807513,KJ807513.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10342/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,407,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10342/2008,Gambia,,20-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807512,KJ807512.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10341/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,407,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10341/2008,Gambia,,20-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807511,KJ807511.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10334/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,407,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10334/2008,Gambia,,17-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807510,KJ807510.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11735/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11735/2008,Kenya,,19-Jun-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807509,KJ807509.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/11062/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/11062/2009,Gambia,,08-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807508,KJ807508.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/11038/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/11038/2009,Gambia,,02-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807507,KJ807507.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/11021/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/11021/2009,Gambia,,25-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807506,KJ807506.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/11015/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/11015/2009,Gambia,,22-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807505,KJ807505.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10998/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10998/2009,Gambia,,17-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807504,KJ807504.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10994/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10994/2009,Gambia,,17-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807503,KJ807503.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10992/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10992/2009,Gambia,,16-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807502,KJ807502.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10986/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10986/2009,Gambia,,14-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807501,KJ807501.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10957/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10957/2009,Gambia,,09-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807500,KJ807500.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10956/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10956/2009,Gambia,,09-Mar-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807499,KJ807499.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10909/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10909/2009,Gambia,,15-Feb-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807498,KJ807498.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10840/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10840/2009,Gambia,,31-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807497,KJ807497.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10385/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10385/2009,Gambia,,07-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807496,KJ807496.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10343/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10343/2008,Gambia,,21-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807495,KJ807495.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/10338/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/10338/2008,Gambia,,18-Dec-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807494,KJ807494.1,"Human astrovirus MLB3 isolate MLB3/human/Gambia/7205/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Gambia/7205/2008,Gambia,,17-Jun-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807493,KJ807493.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11670/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11670/2009,Kenya,,06-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807492,KJ807492.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11657/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11657/2008,Kenya,,14-Nov-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807491,KJ807491.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11656/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11656/2008,Kenya,,13-Nov-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807490,KJ807490.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11655/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11655/2008,Kenya,,11-Nov-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807489,KJ807489.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11651/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11651/2008,Kenya,,28-Oct-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807488,KJ807488.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11626/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11626/2008,Kenya,,25-Sep-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807487,KJ807487.1,"Human astrovirus MLB3 isolate MLB3/human/Kenya/11567/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,409,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Omore,R., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB3/human/Kenya/11567/2008,Kenya,,11-Nov-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807486,KJ807486.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/11078/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/11078/2009,Gambia,,13-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807485,KJ807485.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/11060/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/11060/2009,Gambia,,08-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807484,KJ807484.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/11053/2008 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/11053/2008,Gambia,,05-Aug-2008,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807483,KJ807483.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/11044/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/11044/2009,Gambia,,03-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807482,KJ807482.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/11034/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/11034/2009,Gambia,,01-Apr-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807481,KJ807481.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/10888/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/10888/2009,Gambia,,11-Feb-2009,stool,Homo sapiens,No,1,No,No,Mammalia
KJ807480,KJ807480.1,"Human astrovirus MLB2 isolate MLB2/human/Gambia/10809/2009 RNA-dependent RNA polymerase gene, partial cds",13-JUL-2015,Human astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,408,"Meyer,C.T., Bauer,I.K., Antonio,M., Adeyemi,M., Oundo,J.O., Richard,O., Kotloff,K.L., Levine,M.M., Stine,O.C., Wang,D. and Holtz,L.R.",,MLB2/human/Gambia/10809/2009,Gambia,,22-Jan-2009,stool,Homo sapiens,No,1,No,No,Mammalia
