OQ986606_NA_GEIG_NA_2021	OQ986606_NA_GEIG_NA_2021
MG599917_NA_NA_Gekko-similignum_NA	MG599917_NA_NA_Gekko-similignum_NA
PV093025_NA_NA_Neogale-vison_2023	PV093025_NA_NA_Neogale-vison_2023
PV093025_NA_NA_Neogale-vison_2023	OR571426_NA_SDAU2022-3_chicken_2023
PV093025_NA_NA_Neogale-vison_2023	OR286522_NA_SDAU2022-1_chicken_2022
PV093025_NA_NA_Neogale-vison_2023	OR286521_NA_SDAU2022-2_chicken_2022
PV093025_NA_NA_Neogale-vison_2023	MW684831_NA_Chicken-NLD-2019-V-M-047-astro-4_Gallus-gallus-domesticus-(broiler)_2019
PV093025_NA_NA_Neogale-vison_2023	OR545548_NA_AAstV-Chicken-CHN-2022-SQ2201_chicken_2022
PV093025_NA_NA_Neogale-vison_2023	MW684830_NA_Chicken-NLD-2019-V-M-046-astro-12_Gallus-gallus-domesticus-(broiler)_2019
PV093025_NA_NA_Neogale-vison_2023	KX397576_NA_CkP5_chicken_NA
PV093025_NA_NA_Neogale-vison_2023	OR351273_NA_JS202103_Gallus-gallus_2021
PV093025_NA_NA_Neogale-vison_2023	KX397575_NA_CC-CkAstV_chicken_NA
PV093025_NA_NA_Neogale-vison_2023	MN725026_NA_NA_chicken_2018
PV093025_NA_NA_Neogale-vison_2023	MN725025_NA_NA_chicken_2018
PV093025_NA_NA_Neogale-vison_2023	MN807051_NA_AAstV-Chicken-CHN-2018-CZ1801_Gallus-gallus_2018
PV093025_NA_NA_Neogale-vison_2023	PP871812_NA_astro-vt-94_Canis-lupus-familiaris_2014
PV093025_NA_NA_Neogale-vison_2023	MW684823_NA_Chicken-NLD-2019-V-M-038-astro-4_Gallus-gallus-domesticus-(broiler)_2019
PV093025_NA_NA_Neogale-vison_2023	PP871804_NA_astro-vt-86_Canis-lupus-familiaris_2014
PV093025_NA_NA_Neogale-vison_2023	KT886453_NA_CAstV-Poland-G059-2014_Gallus-gallus_2014
PV093025_NA_NA_Neogale-vison_2023	OQ685946_NA_CAstV-ck-TZ-Iringa-2151-IM162-2019_Gallus-gallus_2019
PV093025_NA_NA_Neogale-vison_2023	MW684817_NA_Environment-NLD-2019-VE-7-astro-14_Gallus-gallus-domesticus-(broiler)_2019
PV093025_NA_NA_Neogale-vison_2023	MT491732_NA_IBS543-2017_Gallus-gallus_2017
PV093025_NA_NA_Neogale-vison_2023	MT491731_NA_UPM1019-2018_Gallus-gallus_2018
PV093025_NA_NA_Neogale-vison_2023	MT491730_NA_IBS503-2017_Gallus-gallus_2017
PV093025_NA_NA_Neogale-vison_2023	MT789787_NA_CAstV-CA-SK-Chicken-19-0981-19_chicken_2019
PV093025_NA_NA_Neogale-vison_2023	MT789786_NA_CAstV-CA-SK-Chicken-19-0935-19_chicken_2019
PV093025_NA_NA_Neogale-vison_2023	OP169001_NA_AAstV-Chicken-CHN-2021-HA2101_chicken_2021
PV093025_NA_NA_Neogale-vison_2023	MT789785_NA_CAstV-CA-SK-Chicken-18-0942-18_chicken_2018
PV093025_NA_NA_Neogale-vison_2023	MT789784_NA_CAstV-CA-AB-Chicken-17-0823-17_chicken_2017
PV093025_NA_NA_Neogale-vison_2023	MT789783_NA_CAstV-CA-AB-Chicken-17-0773b-17_chicken_2017
PV093025_NA_NA_Neogale-vison_2023	MT789782_NA_CAstV-CA-AB-Chicken-17-0773a-17_chicken_2017
PV093025_NA_NA_Neogale-vison_2023	MT789781_NA_CAstV-CA-AB-Chicken-15-1262d-15_chicken_2015
PV093025_NA_NA_Neogale-vison_2023	MT789780_NA_CAstV-CA-AB-Chicken-15-1262c-15_chicken_2015
PV093025_NA_NA_Neogale-vison_2023	MT789779_NA_CAstV-CA-AB-Chicken-15-1262b-15_chicken_2015
PV093025_NA_NA_Neogale-vison_2023	MT789778_NA_CAstV-CA-AB-Chicken-15-1262a-15_chicken_2015
PV093025_NA_NA_Neogale-vison_2023	PV093029_NA_NA_Neogale-vison_2023
PV093025_NA_NA_Neogale-vison_2023	MT789777_NA_CAstV-CA-AB-Chicken-14-1235d-14_chicken_2014
PV093025_NA_NA_Neogale-vison_2023	PV093028_NA_NA_Neogale-vison_2023
PV093025_NA_NA_Neogale-vison_2023	MT789776_NA_CAstV-CA-AB-Chicken-14-1235c-14_chicken_2014
PV093025_NA_NA_Neogale-vison_2023	PV093027_NA_NA_Neogale-vison_2023
PV093025_NA_NA_Neogale-vison_2023	MK746105_NA_AAstV-Chicken-CHN-2017-NJ1701_chicken_2017
PV093025_NA_NA_Neogale-vison_2023	MT789775_NA_CAstV-CA-AB-Chicken-14-1235b-14_chicken_2014
PV093025_NA_NA_Neogale-vison_2023	KY038163_NA_CAstV-INDIA-ANAND-2016_chicken_2016
PV093025_NA_NA_Neogale-vison_2023	PV093026_NA_NA_Neogale-vison_2023
PV093025_NA_NA_Neogale-vison_2023	MW846319_NA_CAstV-Chicken-CHN-2020-GD202013_chicken_2020
PV093025_NA_NA_Neogale-vison_2023	MT789774_NA_CAstV-CA-AB-Chicken-14-1235a-14_chicken_2014
PV093025_NA_NA_Neogale-vison_2023	JF414802_NA_GA2011_chicken_2007
MG599910_NA_NA_Duttaphrynus-melanostictus_NA	MG599910_NA_NA_Duttaphrynus-melanostictus_NA
MG599910_NA_NA_Duttaphrynus-melanostictus_NA	MG661261_NA_NA_NA_2015
PV793827_NA_AstroviridaeCranefe81_Leucogeranus-leucogeranus_2024	PV793827_NA_AstroviridaeCranefe81_Leucogeranus-leucogeranus_2024
OR924092_NA_NA_Duck_2021	OR924092_NA_NA_Duck_2021
OR924092_NA_NA_Duck_2021	OR924091_NA_NA_Goose_2021
OR924092_NA_NA_Duck_2021	PV793828_NA_AstroviridaeGoosefe87_Anser-sp-_2024
OR924092_NA_NA_Duck_2021	OR924090_NA_NA_Goose_2021
OR924092_NA_NA_Duck_2021	JX624774_NA_NA_Pekin-duck_NA
OR924092_NA_NA_Duck_2021	OR902760_NA_NA_goose_2023
OR924092_NA_NA_Duck_2021	OR902759_NA_NA_goose_2023
PV793829_NA_AstroviridaeGoosefe94_Anser-sp-_2024	PV793829_NA_AstroviridaeGoosefe94_Anser-sp-_2024
PV093021_NA_NA_Neogale-vison_2023	PV093021_NA_NA_Neogale-vison_2023
PV093021_NA_NA_Neogale-vison_2023	NC-002470_NA_NA_turkey_NA
PV093021_NA_NA_Neogale-vison_2023	PV093020_NA_NA_Neogale-vison_2023
PV093021_NA_NA_Neogale-vison_2023	PV093019_NA_NA_Neogale-vison_2023
PV093021_NA_NA_Neogale-vison_2023	PV093018_NA_NA_Neogale-vison_2023
PV093021_NA_NA_Neogale-vison_2023	Y15936_NA_NA_turkey_NA
KJ020899_NA_NA_duck_2013	KJ020899_NA_NA_duck_2013
KJ020899_NA_NA_duck_2013	OR924089_NA_NA_Duck_2021
KJ020899_NA_NA_duck_2013	OR924088_NA_NA_Duck_2021
KJ020899_NA_NA_duck_2013	OR924087_NA_NA_Duck_2021
KJ020899_NA_NA_duck_2013	OR924086_NA_NA_Duck_2021
KJ020899_NA_NA_duck_2013	OR907130_NA_NA_Duck_2022
KJ020899_NA_NA_duck_2013	OR907129_NA_NA_Duck_2023
KJ020899_NA_NA_duck_2013	OR907128_NA_NA_Duck_2023
KJ020899_NA_NA_duck_2013	OR907127_NA_NA_Goose_2023
KJ020899_NA_NA_duck_2013	OR907126_NA_NA_Duck_2023
KJ020899_NA_NA_duck_2013	OR907125_NA_NA_Duck_2023
MW826483_NA_YSN01_bird_2019	MW826483_NA_YSN01_bird_2019
FJ919227_NA_NA_duck_NA	FJ919227_NA_NA_duck_NA
FJ919227_NA_NA_duck_NA	FJ919228_NA_NA_duck_NA
FJ919227_NA_NA_duck_NA	FJ919226_NA_NA_duck_NA
FJ919227_NA_NA_duck_NA	JX439643_NA_NA_duck_2012
FJ919227_NA_NA_duck_NA	FJ919225_NA_NA_duck_NA
FJ919227_NA_NA_duck_NA	FJ434664_NA_NA_duck_2008
FJ919227_NA_NA_duck_NA	PV169360_NA_NA_duck_2024
FJ919227_NA_NA_duck_NA	MH712856_NA_NA_duck_2012
FJ919227_NA_NA_duck_NA	OR134528_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OR134527_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	MW217578_NA_DAstV-SDZZ_duck_2020
FJ919227_NA_NA_duck_NA	OR134526_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OR134525_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OL652659_NA_DAstV-SDWF_duck_2021
FJ919227_NA_NA_duck_NA	MN149395_NA_D390_Jinding-ducks_2013
FJ919227_NA_NA_duck_NA	OR134524_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	MN149394_NA_D200_Jinding-ducks_2013
FJ919227_NA_NA_duck_NA	OR134523_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	MN149393_NA_D120_Jinding-ducks_2013
FJ919227_NA_NA_duck_NA	OR134522_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	NC-012437_NA_NA_duck_2008
FJ919227_NA_NA_duck_NA	OR134521_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OR134520_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OR134519_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	OR134518_NA_NA_Muscovy-duck_2022
FJ919227_NA_NA_duck_NA	MN149392_NA_D17_Jinding-ducks_2013
FJ919227_NA_NA_duck_NA	KY646154_NA_HB2015_Beijing-duck_2015
MW826482_NA_YSN02_bird_2019	MW826482_NA_YSN02_bird_2019
PQ893528_NA_NSW-2021_Eolophus-roseicapilla_2021	PQ893528_NA_NSW-2021_Eolophus-roseicapilla_2021
PQ893527_NA_QLD-2021_Alisterus-scapularis_2021	PQ893527_NA_QLD-2021_Alisterus-scapularis_2021
MT138010_NA_prf037ast2_NA_2018	MT138010_NA_prf037ast2_NA_2018
MT138010_NA_prf037ast2_NA_2018	MT138011_NA_prf038ast1_NA_2018
MT138010_NA_prf037ast2_NA_2018	MT138007_NA_ltr178ast1_NA_2018
MT138010_NA_prf037ast2_NA_2018	MT138005_NA_hwf041ast1_NA_2018
JF832365_NA_4175_Gallus-gallus_2006	JF832365_NA_4175_Gallus-gallus_2006
PQ220257_NA_ASTV-1_Anser-indicus-(Bar-headed-goose)_2020	PQ220257_NA_ASTV-1_Anser-indicus-(Bar-headed-goose)_2020
PQ220257_NA_ASTV-1_Anser-indicus-(Bar-headed-goose)_2020	PV793826_NA_AstroviridaeCranefe67_Leucogeranus-leucogeranus_2024
MT138002_NA_cra070ast1_NA_2018	MT138002_NA_cra070ast1_NA_2018
MK096775_NA_PasAstV-3_Passeriformes_2016	MK096775_NA_PasAstV-3_Passeriformes_2016
MW588064_NA_NA_NA_NA	MW588064_NA_NA_NA_NA
MK096774_NA_PasAstV-2_Passeriformes_2016	MK096774_NA_PasAstV-2_Passeriformes_2016
MG599916_NA_NA_Cynops-orientalis_NA	MG599916_NA_NA_Cynops-orientalis_NA
