Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 129,KY038163/NA/CAstV-INDIA-ANAND-2016/chicken/2016,MinorParent, 5.5256249473382, 0, 1, 0, 0, 0, 4, 14, 0, 4, 4.82140567510863, 0, 0, 0, 20, 2.5, 0, 15,
 130,FJ434664/NA/NA/duck/2008,Recombinant, 17.1358815358811, 20, 1, 10, 10, 10, 8, 18, 8, 8, 6.64278574278124, .632411067193676, 4, 2, 20, 0, 0, 0,
 130,OR907131/NA/NA/Goose/2023,MajorParent, 7.23562692118032, 10, 1, 5, 5, 0, 0, 0, 4, 4, 6.66517594209824, 0, 0, 1, 20, 2.5, 0, 15,
 130,EU143850/NA/NA/NA/NA,MinorParent, 5.62849154293859, 0, 1, 0, 0, 0, 4, 14, 0, 0, 6.69203831512052, .988142292490119, 2, 0, 0, 5, 0, 20,
 131,FJ434664/NA/NA/duck/2008,Recombinant, 17.1784346330611, 20, 10, 10, 5, 5, 8, 18, 8, 4, 7.65987089102559, .612648221343874, 4, 1, 20, 0, 0, 0,
 131,KX397576/NA/CkP5/chicken/NA,MajorParent, 2.15441832597346, 0, 0, 0, 0, 5, 0, 0, 0, 8, 6.15729939482088, .118577075098814, 4, 2, 0, 2.5, 0, 0,
 131,EU143850/NA/NA/NA/NA,MinorParent, 10.6671470409655, 20, 10, 5, 10, 5, 4, 14, 4, 0, 6.18282971415353, 0, 4, 0, 20, 5, 0, 0,
 132,JX439643/NA/NA/duck/2012,Recombinant, 17.0771493817673, 20, 1, 10, 10, 10, 8, 18, 8, 8, 7.50220647223105, .574257425742574, 4, 2, 0, 0, 0, 0,
 132,OR907131/NA/NA/Goose/2023,MajorParent, 10.4189077894447, 10, 1, 5, 5, 0, 4, 14, 4, 4, 7.08435094708557, 0, 0, 0, 20, 2.5, 0, 20,
 132,EU143850/NA/NA/NA/NA,MinorParent, 2.50394282878804, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5.41344258068339, .99009900990099, 2, 1, 0, 5, 0, 15,
 133,JX439643/NA/NA/duck/2012,Recombinant, 11.6926518834281, 0, 1, 10, 5, 5, 4, 14, 4, 4, 8.007807159349, 0, 4, 2, 0, 5, 0, 0,
 133,PQ893527/NA/QLD-2021/Alisterus-scapularis/2021,MajorParent, 10.6313651296007, 20, 1, 5, 0, 5, 0, 0, 8, 0, 6.24745859205877, .296442687747036, 4, 1, 20, 2.5, 0, 0,
 133,OR907131/NA/NA/Goose/2023,MinorParent, 7.67598298697116, 0, 1, 0, 10, 5, 8, 18, 0, 8, 5.74473424859223, 1.02766798418972, 4, 0, 0, 0, 0, 0,
 134,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 17.2390475845491, 20, 10, 0, 0, 10, 0, 0, 0, 8, 7.81922192840982, 0, 4, 2, 20, 5, 5, 20,
 134,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 11.3732007803668, 20, 10, 10, 0, 0, 0, 0, 8, 4, 6.36175997945725, 0, 0, 1, 10, 2.5, 0, 15,
 134,OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 1.3877516350841, 0, 0, 5, 0, 0, 0, 0, 4, 0, 5.81901809213293, 0, 2, 0, 0, 0, 0, 0,
 135,MH712856/NA/NA/duck/2012,Recombinant, 19.596666331841, 20, 1, 10, 10, 10, 8, 18, 8, 8, 6.86582990137047, .533596837944664, 4, 2, 20, 5, 0, 0,
 135,OR907131/NA/NA/Goose/2023,MajorParent, 5.95548721702604, 0, 1, 5, 5, 0, 4, 14, 4, 4, 6.54374397451686, .0395256916996047, 0, 0, 0, 2.5, 0, 20,
 135,EU143845/NA/NA/NA/NA,MinorParent, 4.44784645113294, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6.59042612411268, .988142292490119, 2, 1, 20, 0, 0, 15,
 136,MH712856/NA/NA/duck/2012,Recombinant, 17.1730830171797, 20, 10, 10, 0, 5, 8, 18, 8, 4, 8.70614570776668, .355029585798817, 4, 2, 20, 0, 0, 0,
 136,KX397576/NA/CkP5/chicken/NA,MajorParent, 3.54532662889139, 0, 0, 0, 10, 5, 0, 0, 0, 0, 6.05791620865262, .138067061143984, 4, 0, 0, 2.5, 0, 0,
 136,EU143850/NA/NA/NA/NA,MinorParent, 9.28159035392893, 10, 10, 5, 5, 5, 4, 14, 4, 8, 5.23593808358071, 0, 4, 1, 10, 5, 0, 0,
 137,PP871808/NA/astro-vt-90/Gallus-gallus/2015,Recombinant, 12.4711163938713, 20, 1, 10, 5, 5, 4, 14, 8, 4, 6.43056932106264, 0, 4, 1, 20, 2.5, 0, 0,
 137,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 5.35917245386521, 0, 1, 0, 10, 5, 8, 18, 0, 0, 5.53737509800376, .335305719921105, 4, 0, 0, 0, 0, 0,
 137,PP871786/NA/astro-vt-68/Gallus-gallus/2014,MinorParent, 12.1697111522635, 20, 1, 5, 0, 5, 0, 0, 4, 8, 8.0320555809336, 0, 4, 2, 20, 5, 0, 0,
 138,PV093021/NA/NA/Neogale-vison/2023,Recombinant, 17.11938195622, 20, 10, 0, 0, 0, 0, 0, 0, 8, 6.5749996069053, .334645669291339, 2, 0, 20, 0, 0, 20,
 138,OM100601/NA/AstV-JS02-Goose-0518-20/goose/2020,MajorParent, 7.83186414180903, 0, 0, 0, 0, 10, 0, 0, 0, 4, 7.4690605747336, .31496062992126, 0, 0, 0, 0, 0, 0,
 138,KT946722/NA/D11-116-HK/spotted-dove/NA,MinorParent, 5.04875390197097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9559398183611, .275590551181102, 4, 0, 10, 0, 0, 15,
 139,FJ919227/NA/NA/duck/NA,Recombinant, 17.913009846017, 20, 10, 10, 5, 10, 8, 18, 8, 8, 8.24455814208634, .392927308447937, 2, 2, 10, 2.5, 5, 0,
 139,PP382209/NA/J3-2021/Jiangnan-White-Goose/2021,MajorParent, 4.55066391193673, 0, 0, 5, 10, 0, 0, 0, 4, 4, 6.98145863277177, 0, 0, 0, 0, 0, 0, 15,
 139,EU143849/NA/NA/NA/NA,MinorParent, 7.5363262420463, 0, 10, 0, 0, 0, 4, 14, 0, 0, 4.77398322514189, .982318271119843, 4, 1, 20, 5, 5, 20,
 140,PP108251/NA/NA/goose/2023,Recombinant, 12.0865908831017, 20, 1, 10, 5, 0, 4, 14, 8, 4, 5.35869292409137, .333333333333333, 0, 1, 20, 2.5, 0, 20,
 140,FJ919227/NA/NA/duck/NA,MajorParent, 9.66735715275947, 0, 1, 0, 0, 0, 0, 0, 0, 8, 7.86795843153144, 1.25490196078431, 2, 2, 20, 5, 0, 15,
 140,EU143850/NA/NA/NA/NA,MinorParent, 8.24605196413888, 10, 1, 5, 10, 10, 8, 18, 4, 0, 6.77334864437719, 0, 4, 0, 0, 0, 0, 0,
 141,MW786757/NA/SCCD/goose/2018,Recombinant, 14.48739791809, 20, 1, 10, 10, 0, 8, 18, 8, 4, 5.82496129978589, .410958904109589, 0, 1, 20, 2.5, 0, 20,
 141,FJ919227/NA/NA/duck/NA,MajorParent, 9.0340019389006, 0, 1, 0, 0, 0, 0, 0, 0, 8, 7.60985385336465, 1.23287671232877, 2, 2, 20, 5, 0, 15,
 141,EU143850/NA/NA/NA/NA,MinorParent, 6.4786001430094, 10, 1, 5, 5, 10, 4, 14, 4, 0, 6.56518484684946, 0, 4, 0, 0, 0, 0, 0,
 142,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,Recombinant, 15.5348978806149, 20, 1, 0, 0, 5, 0, 0, 0, 4, 8.01249608270468, .703125, 4, 0, 20, 0, 0, 15,
 142,MW588064/NA/NA/NA/NA,MajorParent, 6.71761025593037, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.11230734727611, 0, 4, 0, 0, 0, 0, 20,
 142,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MinorParent, 7.7474918634547, 20, 1, 0, 0, 5, 0, 0, 0, 0, 5.87519657001921, .68359375, 4, 0, 20, 0, 0, 0,
 143,OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 15.1241021318027, 20, 10, 5, 5, 0, 8, 18, 4, 8, 6.88553450599481, .136986301369863, 0, 1, 20, 2.5, 0, 15,
 143,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 11.413151575323, 10, 0, 10, 0, 0, 4, 0, 8, 4, 7.43033691420587, 0, 4, 2, 10, 5, 5, 20,
 143,PP871808/NA/astro-vt-90/Gallus-gallus/2015,MinorParent, 3.46274629287424, 0, 5, 0, 10, 0, 0, 14, 0, 0, 5.68412857979933, .489236790606654, 2, 0, 0, 0, 0, 0,
 144,OK148600/NA/NA/goose/2020,Recombinant, 21.1176162962752, 20, 10, 10, 5, 10, 0, 0, 8, 8, 8.16738096278078, 0, 4, 2, 20, 2.5, 5, 15,
 144,MN307114/NA/AstV-HN01-Goose-0103-18/goose/2018,MajorParent, 1.96990830694285, 0, 0, 5, 0, 0, 4, 14, 4, 4, 6.03970685505567, 1.03718199608611, 0, 0, 0, 0, 0, 20,
 144,OM273302/NA/NA/goose/2021,MinorParent, 6.91247539678191, 10, 0, 0, 10, 0, 8, 18, 0, 0, 5.79291218216355, 0, 2, 1, 10, 5, 5, 0,
 145,EU143849/NA/NA/NA/NA,Recombinant, 19.6001612216649, 20, 1, 10, 0, 5, 0, 0, 8, 8, 6.95442695362687, 0, 2, 2, 20, 5, 0, 20,
 145,NC_005790/NA/NA/NA/NA,MajorParent, 5.92200722777655, 10, 1, 0, 0, 5, 0, 0, 0, 4, 6.67094902841761, .058252427184466, 0, 1, 10, 2.5, 0, 0,
 145,EU143850/NA/NA/NA/NA,MinorParent, 4.47783155055855, 0, 1, 5, 0, 0, 0, 0, 4, 0, 6.37462401795552, 0, 4, 0, 0, 0, 0, 15,
 146,OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021,Recombinant, 20.7505134417259, 20, 10, 10, 10, 0, 8, 18, 8, 8, 8.86822487524383, 1.1046511627907, 2, 1, 20, 2.5, 5, 15,
 146,OM273305/NA/NA/goose/2021,MajorParent, 5.47420046827885, 10, 0, 5, 5, 0, 0, 0, 4, 0, 6.03733522130916, 0, 4, 2, 10, 5, 5, 0,
 146,OL963556/NA/JSSQ/goose/2020,MinorParent, 3.77528608999525, 0, 0, 0, 0, 0, 4, 14, 0, 4, 5.09443990344702, .852713178294574, 0, 0, 0, 0, 0, 20,
 147,MN920669/NA/ybb150ast01/NA/2018,Recombinant, 10.5156243500453, 10, 10, 5, 0, 5, 0, 0, 4, 4, 8.08410796462793, 0, 4, 2, 20, 5, 5, 0,
 147,PP623814/NA/MP22-196/Mareca-falcata/2022,MajorParent, 9.2627421922802, 0, 0, 10, 10, 5, 8, 18, 8, 0, 5.32559132472003, .0963391136801541, 4, 1, 0, 0, 5, 0,
 147,MN920672/NA/ytb090ast01/NA/2018,MinorParent, 10.2216334576745, 20, 0, 0, 5, 5, 4, 14, 0, 8, 6.59030071065204, .366088631984586, 4, 0, 20, 2.5, 0, 0,
 148,OM264914/NA/NA/goslings/2019,Recombinant, 12.361281805743, 20, 1, 10, 0, 0, 4, 14, 8, 4, 4.84185670312292, .308285163776493, 0, 1, 20, 2.5, 0, 20,
 148,FJ919227/NA/NA/duck/NA,MajorParent, 7.84048341552771, 0, 1, 0, 5, 0, 0, 0, 0, 8, 9.52447159363132, 1.15606936416185, 2, 2, 0, 5, 0, 15,
 148,EU143850/NA/NA/NA/NA,MinorParent, 9.79823477872927, 20, 1, 5, 10, 10, 8, 18, 4, 0, 5.63367170324576, 0, 4, 0, 0, 0, 0, 0,
 149,PV093023/NA/NA/Neogale-vison/2023,Recombinant, 13.7262437254222, 20, 1, 0, 10, 5, 8, 18, 0, 0, 6.8498813425283, .884615384615385, 4, 0, 20, 0, 0, 20,
 149,PV093022/NA/NA/Neogale-vison/2023,MajorParent, 11.6236426868432, 10, 1, 5, 5, 5, 4, 14, 4, 8, 7.03160204724634, .326923076923077, 4, 2, 10, 5, 5, 0,
 149,MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 4.65011358773468, 0, 1, 10, 0, 5, 0, 0, 8, 4, 6.11851661022536, .538461538461538, 4, 1, 0, 2.5, 5, 0,
 150,KT946725/NA/D10-5628-HK/spotted-dove/NA,Recombinant, 13.7647194059699, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.28242101004844, .230769230769231, 4, 0, 20, 0, 0, 0,
 150,KT946722/NA/D11-116-HK/spotted-dove/NA,MajorParent, 7.38595728956704, 0, 1, 0, 0, 5, 0, 0, 0, 0, 7.1759850241541, .0384615384615385, 4, 0, 0, 0, 5, 0,
 150,FJ919227/NA/NA/duck/NA,MinorParent, 8.84932330446307, 10, 1, 0, 0, 5, 0, 0, 0, 8, 6.54159396579746, .211538461538462, 4, 0, 10, 0, 0, 0,
 151,KT946725/NA/D10-5628-HK/spotted-dove/NA,Recombinant, 12.5648538059863, 20, 10, 5, 0, 5, 0, 0, 4, 4, 6.06590159838943, .0192307692307692, 4, 1, 20, 2.5, 5, 20,
 151,KT946722/NA/D11-116-HK/spotted-dove/NA,MajorParent, 9.0252374434693, 0, 0, 10, 0, 5, 0, 0, 8, 8, 6.95400266804352, .442307692307692, 0, 0, 20, 0, 0, 0,
 151,PX237222/NA/pigeon-FSU1/pigeon/2025,MinorParent, 8.40990875054438, 0, 10, 0, 0, 5, 0, 0, 0, 0, 6.98009573356705, 0, 4, 2, 0, 5, 5, 15,
 152,OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 17.4912032156981, 20, 10, 5, 10, 0, 8, 18, 0, 8, 7.1293088876882, 0, 4, 2, 20, 5, 5, 0,
 152,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.83316322451001, 0, 0, 0, 0, 0, 4, 14, 4, 4, 6.88458296684826, .192307692307692, 0, 1, 0, 2.5, 0, 20,
 152,MT585643/NA/VF14-92-A2/Gallus-gallus-broiler-chicken/NA,MinorParent, 5.67563355979186, 0, 0, 10, 5, 10, 0, 0, 8, 0, 5.98610814546354, .269230769230769, 2, 0, 0, 0, 0, 15,
 153,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,Recombinant, 13.0269204937823, 20, 1, 10, 0, 5, 0, 0, 8, 0, 6.62902128365204, 0, 4, 2, 20, 5, 0, 0,
 153,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.87070542570511, 0, 1, 5, 0, 5, 0, 0, 0, 8, 6.69019108093898, .0192307692307692, 4, 1, 0, 0, 0, 0,
 153,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 10.1023740805126, 20, 1, 0, 0, 5, 0, 0, 4, 4, 6.68078763540898, .0961538461538462, 4, 0, 20, 2.5, 0, 0,
 154,PV093023/NA/NA/Neogale-vison/2023,Recombinant, 16.7470909509594, 20, 10, 10, 0, 5, 8, 18, 8, 8, 6.4771550541568, .423076923076923, 4, 1, 20, 5, 5, 20,
 154,PV093022/NA/NA/Neogale-vison/2023,MajorParent, 12.5961334495966, 20, 10, 5, 10, 5, 4, 14, 4, 4, 7.54302141259889, .173076923076923, 2, 0, 20, 2.5, 0, 15,
 154,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, .656775599443976, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5.97982353324431, 0, 0, 2, 0, 0, 0, 0,
 155,OL982615/NA/JSZ29/goose/2020,Recombinant, 16.167696910891, 0, 0, 10, 10, 10, 8, 18, 8, 8, 8.27088498603351, 0, 2, 2, 10, 2.5, 5, 15,
 155,MN307114/NA/AstV-HN01-Goose-0103-18/goose/2018,MajorParent, 13.832303089109, 20, 10, 5, 5, 0, 4, 14, 4, 4, 6.05611320964221, 1, 0, 0, 20, 0, 0, 20,
 155,MW592379/NA/HNXX-6-China-2020/goose/2020,MinorParent, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5.67300180432428, 0, 4, 1, 0, 5, 5, 0,
 156,MK096773/NA/PasAstV-1/Passeriformes/NA,Recombinant, 13.9427397496426, 20, 1, 10, 10, 10, 8, 18, 4, 8, 6.0121965757059, .0383877159309021, 0, 0, 10, 0, 0, 15,
 156,MN920663/NA/spa143ast1/NA/2018,MajorParent, 7.01842612087385, 0, 1, 0, 5, 0, 4, 14, 0, 4, 6.46175960379515, 0, 4, 2, 0, 2.5, 5, 20,
 156,MW826371/NA/XZN01/bird/2018,MinorParent, 9.03883412948354, 10, 1, 5, 0, 0, 0, 0, 8, 0, 7.52604382049894, 0, 0, 1, 20, 5, 5, 0,
 157,OL982614/NA/JSCZ15/goose/2015,Recombinant, 15.2487540984723, 20, 10, 10, 0, 0, 4, 14, 8, 0, 6.81880491896155, 1.02119460500963, 4, 0, 20, 0, 0, 15,
 157,OL853843/NA/HLJ/goose/2019,MajorParent, 9.21060637365779, 0, 10, 0, 10, 5, 8, 18, 0, 4, 7.10154300758729, 2.90944123314065, 0, 2, 0, 2.5, 0, 20,
 157,MN428643/NA/AHAU3/goose/2018,MinorParent, 5.54063952786988, 10, 0, 5, 5, 5, 0, 0, 4, 8, 6.07965207345116, 0, 2, 1, 10, 5, 0, 0,
 158,MT789785/NA/CAstV-CA-SK-Chicken-18-0942-18/chicken/2018,Recombinant, 19.3647325427495, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.42498181745766, 0, 4, 2, 20, 5, 0, 0,
 158,OR351273/NA/JS202103/Gallus-gallus/2021,MajorParent, 1.39474425407982, 0, 0, 0, 5, 5, 0, 0, 0, 0, 5.43560302972617, .593869731800766, 4, 0, 0, 0, 0, 0,
 158,MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019,MinorParent, 9.24052320317064, 20, 0, 5, 0, 5, 4, 14, 4, 4, 7.13941515281617, 0, 4, 1, 20, 2.5, 0, 0,
 159,MF768270/NA/NA/pigeon/2014,Recombinant, 15.406234814311, 10, 1, 10, 0, 5, 0, 0, 8, 0, 7.04522670085721, .613026819923372, 4, 2, 20, 5, 0, 0,
 159,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,MajorParent, 6.56766288341522, 0, 1, 5, 0, 5, 0, 0, 4, 8, 6.60729529129597, .114942528735632, 4, 1, 0, 2.5, 0, 0,
 159,PX237222/NA/pigeon-FSU1/pigeon/2025,MinorParent, 8.02610230227377, 20, 1, 0, 0, 5, 0, 0, 0, 4, 6.34747800784682, .0957854406130268, 4, 0, 10, 0, 0, 0,
 160,MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 12.4704980551875, 0, 1, 10, 0, 5, 8, 18, 8, 0, 6.43471245595917, .982658959537572, 4, 0, 0, 0, 0, 0,
 160,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 7.87079677278012, 0, 1, 0, 5, 5, 4, 14, 0, 4, 6.76663918443176, 0, 4, 2, 0, 5, 0, 0,
 160,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 9.65870517203241, 0, 1, 5, 10, 5, 0, 0, 4, 8, 6.79864835960907, 0, 4, 1, 0, 2.5, 0, 0,
 161,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 14.9415674123163, 10, 0, 10, 0, 0, 8, 18, 8, 4, 8.62769294116838, .386847195357834, 0, 0, 20, 2.5, 0, 20,
 161,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 12.1114700312211, 20, 10, 5, 5, 10, 4, 14, 4, 8, 5.98715583250497, .2321083172147, 2, 1, 20, 5, 0, 0,
 161,MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 2.9469625564626, 0, 0, 0, 10, 0, 0, 0, 0, 0, 5.38515122632665, .812379110251451, 4, 2, 0, 0, 0, 15,
 162,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 14.0006345674387, 20, 10, 5, 5, 5, 8, 14, 4, 8, 6.4401972377948, .231660231660232, 0, 1, 20, 5, 5, 20,
 162,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 10.9122527954095, 10, 10, 10, 0, 5, 4, 0, 8, 4, 8.03420107034567, .366795366795367, 4, 0, 20, 0, 0, 0,
 162,MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 5.08711263715188, 0, 0, 0, 10, 0, 0, 18, 0, 0, 5.52560169185953, .810810810810811, 2, 2, 0, 2.5, 5, 15,
 163,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 19.4455863862156, 20, 10, 10, 10, 5, 8, 14, 8, 8, 8.33642607756517, 0, 4, 0, 20, 5, 5, 0,
 163,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.78063260206922, 10, 10, 0, 5, 5, 8, 0, 0, 4, 6.34384264571538, 0, 4, 1, 10, 0, 0, 0,
 163,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MinorParent, 3.7737810117152, 0, 0, 5, 0, 5, 0, 18, 4, 0, 5.31973127671945, 0, 4, 2, 0, 2.5, 0, 0,
 164,JX624774/NA/NA/Pekin-duck/NA,Recombinant, 15.6707375330962, 20, 10, 0, 0, 5, 0, 0, 0, 4, 7.89027769195816, 0, 4, 0, 10, 0, 5, 0,
 164,OQ986607/NA/GEIG/NA/2021,MajorParent, 8.58471862691121, 20, 0, 0, 0, 5, 0, 0, 0, 0, 5.79136803608504, 0, 4, 0, 20, 0, 0, 0,
 164,FJ919227/NA/NA/duck/NA,MinorParent, 5.74454383999255, 0, 10, 0, 0, 5, 0, 0, 0, 8, 6.3183542719568, 0, 4, 0, 0, 0, 0, 0,
 165,OP621335/NA/NA/goose/2021,Recombinant, 20.2713163639513, 20, 10, 10, 10, 0, 8, 18, 8, 8, 9.26807200340603, 1.01960784313725, 2, 1, 20, 5, 0, 15,
 165,PV600843/NA/HNJZ-2023/goose/2023,MajorParent, 5.0111708665708, 0, 0, 0, 5, 10, 0, 0, 0, 4, 5.70416487340747, 3.01960784313725, 0, 2, 0, 2.5, 0, 20,
 165,ON382520/NA/GAstV-GD2102/goose/2021,MinorParent, 4.71751276947795, 10, 0, 5, 0, 0, 4, 14, 4, 0, 5.02776312318649, 0, 4, 0, 10, 0, 0, 0,
 166,EU143851/NA/NA/NA/NA,Recombinant, 10.4700595048615, 0, 0, 10, 10, 5, 8, 18, 8, 4, 7.4861733966832, .0392156862745098, 2, 1, 0, 5, 5, 0,
 166,PV524668/NA/JXNC1/goose/2025,MajorParent, 9.67294084841138, 20, 10, 5, 5, 5, 4, 14, 4, 0, 5.46544726785547, .588235294117647, 0, 2, 20, 0, 0, 20,
 166,PP382209/NA/J3-2021/Jiangnan-White-Goose/2021,MinorParent, 9.85699964672707, 20, 10, 0, 0, 5, 0, 0, 0, 8, 7.04837933546132, .0588235294117647, 4, 0, 20, 2.5, 5, 15,
 167,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 19.5647228429181, 20, 5, 0, 0, 10, 0, 0, 0, 8, 7.12717076325953, 0, 4, 0, 20, 0, 0, 20,
 167,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 10.2273763697594, 20, 10, 0, 0, 0, 0, 0, 0, 4, 6.50068404041227, 0, 2, 0, 10, 0, 0, 15,
 167,PP871808/NA/astro-vt-90/Gallus-gallus/2015,MinorParent, .207900787322454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3721451963282, .137254901960784, 0, 0, 0, 0, 0, 0,
 168,OR907130/NA/NA/Duck/2022,Recombinant, 13.1917939602918, 10, 1, 10, 0, 5, 4, 14, 8, 8, 8.07339431103516, 0, 4, 0, 10, 0, 0, 0,
 168,OR286522/NA/SDAU2022-1/chicken/2022,MajorParent, 4.11727501818846, 0, 1, 5, 10, 5, 0, 0, 4, 0, 5.91854889762965, 0, 4, 1, 0, 2.5, 0, 0,
 168,EU143848/NA/NA/NA/NA,MinorParent, 12.6909310215197, 20, 1, 0, 5, 5, 8, 18, 0, 4, 6.00805679133519, 1.23529411764706, 4, 2, 20, 5, 0, 0,
 169,JX439643/NA/NA/duck/2012,Recombinant, 14.8522818523988, 20, 1, 0, 0, 5, 0, 0, 0, 0, 7.23186563247354, 0, 4, 0, 20, 0, 0, 15,
 169,MN920663/NA/spa143ast1/NA/2018,MajorParent, 8.94751215209202, 0, 1, 0, 0, 5, 0, 0, 0, 8, 5.52706319087851, 5.17374517374517, 2, 0, 10, 0, 0, 20,
 169,OR902760/NA/NA/goose/2023,MinorParent, 6.20020599550922, 0, 1, 0, 0, 5, 0, 0, 0, 4, 7.24107117664795, 0, 0, 0, 0, 0, 0, 0,
 170,OR286521/NA/SDAU2022-2/chicken/2022,Recombinant, 13.5119514359531, 20, 5, 0, 10, 0, 4, 14, 0, 8, 7.39829898091571, 0, 4, 2, 20, 5, 0, 15,
 170,OQ685946/NA/CAstV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,MajorParent, 12.5474341670183, 20, 10, 10, 0, 10, 0, 0, 8, 4, 6.94769582307194, 0, 2, 1, 20, 2.5, 0, 20,
 170,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,MinorParent, 3.94061439702866, 0, 0, 5, 5, 0, 8, 18, 4, 0, 5.65400519601235, 0, 0, 0, 0, 0, 0, 0,
 171,OR134523/NA/NA/Muscovy-duck/2022,Recombinant, 15.7370270497046, 0, 10, 10, 10, 10, 8, 18, 8, 8, 7.85366239611959, 0, 4, 1, 0, 2.5, 0, 15,
 171,MT789782/NA/CAstV-CA-AB-Chicken-17-0773a-17/chicken/2017,MajorParent, 8.12333335821137, 10, 0, 5, 0, 0, 4, 14, 4, 4, 5.80572247888064, .818713450292398, 0, 2, 10, 5, 5, 20,
 171,PV600843/NA/HNJZ-2023/goose/2023,MinorParent, 6.13963959208398, 20, 10, 0, 5, 0, 0, 0, 0, 0, 6.34061512499977, 0, 2, 0, 20, 0, 0, 0,
 172,OR134520/NA/NA/Muscovy-duck/2022,Recombinant, 17.0113590367595, 10, 1, 10, 10, 10, 8, 18, 8, 8, 6.85507109002546, 0, 4, 1, 10, 2.5, 0, 15,
